det_id,region,lon,lat,area_ha
253,Congo Basin,13.70383425998623,4.657526589798463,71.20485870907989
254,Congo Basin,13.679867325764935,4.684116388258968,162.56138674509413
255,Congo Basin,13.690738018051047,4.686272317863877,33.252979137269314
256,Congo Basin,13.700887706704282,4.6891468906704175,38.145627620976654
257,Congo Basin,13.709196673236873,4.74520106039797,17.80132691542727
258,Congo Basin,13.722616624733568,4.768197642850299,113.85563040253753
259,Congo Basin,13.707080986225838,4.784007793286275,17.801347144403348
260,Congo Basin,13.696373339316324,4.790475582100997,40.688726008736985
261,Congo Basin,13.48373758984589,4.795506084512441,17.801341046139267
262,Congo Basin,13.700088944445756,4.796943370915711,25.62403661568439
263,Congo Basin,13.733923119455728,4.827126385384398,17.80139199394724
264,Congo Basin,13.669726571323412,4.86449583186943,104.07199203858875
265,Congo Basin,13.683485062187454,4.866651761474339,10.172215391042473
266,Congo Basin,13.72674740123907,4.934204222428061,40.689030417129864
267,Congo Basin,13.655336576608352,4.936360152032964,17.801423643924387
268,Congo Basin,13.50635185422815,5.361078284199431,10.172397278882784
269,Congo Basin,13.536542827661396,5.384793509853398,17.993055813516783
270,Congo Basin,13.726794281404924,5.560142451052417,17.80193701448516
271,Congo Basin,13.43557395993836,5.737647321856338,30.517807752233917
272,Congo Basin,13.594323750747233,5.821728576447671,109.54809917597915
273,Congo Basin,13.576209968697345,5.818854003641135,38.14747604412412
274,Congo Basin,13.70295456187241,5.834664154077099,17.802081383814382
275,Congo Basin,13.704619336196185,5.841131942891824,33.061126234599406
276,Congo Basin,13.703394524132488,5.849037018109807,17.80220814772118
277,Congo Basin,13.710006260936591,5.8562234501261585,48.12640478910516
278,Congo Basin,13.702059687595327,5.854786163722887,17.80217281405505
279,Congo Basin,13.728899270354223,5.857660736529432,58.29897635287618
280,Congo Basin,13.708224123294592,5.8705963141588695,93.7097209155827
281,Congo Basin,13.723719384437556,5.915152192660258,350.182154332587
282,Congo Basin,13.743336972577211,5.918026765466799,76.48922777001135
283,Congo Basin,13.727270537800116,5.93814877511259,254.7055499404258
284,Congo Basin,13.694756870017553,5.938867418314226,86.46808025965197
285,Congo Basin,13.691630804804412,5.987735156025431,10.172736815795544
286,Congo Basin,13.47196351724579,5.990609728831965,10.172684688450733
287,Congo Basin,13.457329361606465,6.010013095276118,17.802295968585444
288,Congo Basin,13.586024096385549,6.21051454853237,10.17287019342233
289,Congo Basin,13.72453733453284,6.228480628573261,17.80250256108378
290,Congo Basin,13.284202235813186,6.506595547606121,10.172970102472586
291,Congo Basin,13.66758031975178,6.585646299786005,32.86921449450739
292,Congo Basin,13.848365073661519,-0.0517423105177445,25.42817181983677
293,Congo Basin,13.773119310014366,0.8853684244147015,25.428279286883928
294,Congo Basin,13.771791820730067,0.90261586125395,124.7931482148005
295,Congo Basin,13.769026817230761,0.9371107349324546,45.77099392431896
296,Congo Basin,13.892723612309478,1.816730013734067,25.42854077333893
297,Congo Basin,13.922314274073091,1.827509661758603,162.742586198597
298,Congo Basin,13.897867716963209,1.8318215209684134,17.799975254425725
299,Congo Basin,13.912303626703707,1.8404452393880344,17.9965012512226
300,Congo Basin,13.91247034010018,1.857692676227283,53.400017188737635
301,Congo Basin,13.810986977236034,4.715018045929287,17.996419579064092
302,Congo Basin,13.74923875765248,4.7998179437222515,78.64032429769047
303,Congo Basin,13.741746265786269,4.822095882972942,53.4041481486447
304,Congo Basin,13.922751590030638,5.160576830943181,17.604935812036608
305,Congo Basin,13.812954824042134,5.287058034430993,17.606557336553067
306,Congo Basin,13.826444690371943,5.31149190328659,17.801668441240892
307,Congo Basin,13.81661573996102,5.352454565779803,25.431127387431868
308,Congo Basin,13.831884383421032,5.358203711392898,25.431109712419047
309,Congo Basin,13.809951557537442,5.377607077837046,27.97416414458392
310,Congo Basin,13.851817394372977,5.376888434635415,10.172466815294587
311,Congo Basin,13.755092874787447,5.378325721038687,10.172443431701462
312,Congo Basin,13.770306424750277,5.381918937046858,53.599830709041505
313,Congo Basin,13.887908633024278,5.378325721038687,10.1724434316823
314,Congo Basin,13.818835116536487,5.3869494394583,10.172466172201247
315,Congo Basin,13.77769044449079,5.387668082659939,17.801795301403928
316,Congo Basin,13.824942452217279,5.399885017087737,45.97144064458662
317,Congo Basin,13.777856191985585,5.396291801079566,17.607104447886396
318,Congo Basin,13.79462459596241,5.400603660289375,35.79857228140836
319,Congo Basin,13.834159487944568,5.425756172346606,30.51741163081888
320,Congo Basin,13.904293632141664,5.432223961161326,242.18517528451383
321,Congo Basin,13.923672939024996,5.4300680315564245,10.172413331307885
322,Congo Basin,13.762854346814688,5.463125618831651,83.92311638370748
323,Congo Basin,13.829549129150902,5.477498482864357,55.94866127204372
324,Congo Basin,13.927789320006724,5.479654412469261,609.7588022102034
325,Congo Basin,13.838378976753152,5.486122201283973,30.5174003902183
326,Congo Basin,13.859760304192283,5.5040882813248615,33.060509950521066
327,Congo Basin,13.903357662605083,5.517023858954299,94.29203268844884
328,Congo Basin,13.890306122448974,5.515586572551025,17.801815487264165
329,Congo Basin,13.931571136336288,5.51989843176084,254.31239476331672
330,Congo Basin,13.890252707581226,5.5407390846082585,10.172534890169016
331,Congo Basin,13.900754172015404,5.590325465521095,162.76048528049037
332,Congo Basin,13.913029525032101,5.588169535916188,10.172552360834352
333,Congo Basin,13.923972432384726,5.593200038327633,17.801960520728663
334,Congo Basin,13.920473691811484,5.598230540739092,10.172545302141927
335,Congo Basin,13.918642435912862,5.610447475166889,350.55977791334885
336,Congo Basin,13.76846262522477,5.879938675780135,10.172713362791516
337,Congo Basin,13.759793218597478,5.879938675780135,10.17271336255488
338,Congo Basin,13.74895646031339,5.880657318981771,17.80222599497043
339,Congo Basin,13.755568934376894,5.885687821393216,25.431718615652418
340,Congo Basin,13.759512571043246,5.899342042224287,17.8022145679522
341,Congo Basin,13.761178453881328,5.909403047047174,70.8198939485077
342,Congo Basin,13.745338956255885,5.910840333450448,17.99641643390512
343,Congo Basin,13.769457400435126,5.921619981474985,45.5825792998771
344,Congo Basin,13.755729848194147,5.92233862467662,50.86349263339597
345,Congo Basin,13.763898366314763,5.9316809862978745,10.172686529972234
346,Congo Basin,13.769789024116125,5.936711488709314,38.147659923788304
347,Congo Basin,13.785404624277438,5.953958925548564,17.80221456695059
348,Congo Basin,13.77912297885323,5.9604267143632885,60.84159293839468
349,Congo Basin,13.762780438790497,5.974080935194354,164.72307219988497
350,Congo Basin,13.78167790895974,5.976955508000894,81.57643363239478
351,Congo Basin,13.747049472517954,5.979111437605804,25.431824232706592
352,Congo Basin,13.80641172834054,5.984141940017248,32.67120538548652
353,Congo Basin,13.764557123393812,5.985579226420521,17.996763002936188
