rank,adm_id,shapeName,shapeType,country,shapeGroup,adm_area_km2,detections,mined_area_ha,median_patch_ha,largest_patch_ha,sites_hosted,detections_per_1000km2,pct_area_mined,region
248,62588387B79134287051190,Tchien,ADM2,Liberia,LBR,1335.129792545291,13,803.2117107328952,32.95544959442319,462.8728995549201,13,9.736881067732602,0.6015982230474034,West Africa
249,73739313B44805600557265,Bate Nafadji,ADM3,Guinea,GIN,1295.8626880571242,12,191.5153873547591,14.08246141913681,41.2419170867234,9,9.260240387036296,0.14778987706012006,West Africa
250,73739313B84406997627275,Missamana,ADM3,Guinea,GIN,1162.8170606966219,12,157.29547773101993,10.247669833989956,28.000302597141108,10,10.319766028209996,0.1352710439566368,West Africa
251,97208781B25502414115375,Biéby,ADM3,Côte d'Ivoire,CIV,639.7729916154894,12,281.3394827127885,11.88557548376124,150.0546977788653,5,18.756652996086668,0.4397489209451914,West Africa
252,52401652B66404081495444,Binon,ADM3,Central African Republic,CAF,3658.519366185784,12,248.76059204734582,17.685942506132797,53.17265658944724,12,3.280015437641564,0.0679948818493458,Congo Basin
253,97208781B73186434972039,Baya,ADM3,Côte d'Ivoire,CIV,268.56812309601384,12,363.89956222879715,13.950735739136753,83.94328425096532,10,44.68140098558892,1.3549618548687627,West Africa
254,63176286B78021290688444,Kabinda,ADM2,DR Congo,COD,14251.617135100645,12,177.6794666723836,10.172887573164694,55.60519972350016,12,0.8420097092311662,0.0124673196724302,Congo Basin
255,2480657B92948775681515,South Tongu,ADM2,Ghana,GHA,643.4222749365998,12,203.4307685306936,10.172154203881073,38.1478835519844,12,18.65027131860244,0.31616991897077057,West Africa
256,63176286B7058717383424,Kananga,ADM2,DR Congo,COD,755.9206044862309,12,185.02074507112,13.829368461995227,30.51834192468654,12,15.874683040497253,0.24476214032672283,Congo Basin
257,56601680B41562196478781,Ave,ADM2,Togo,TGO,906.3087998203309,12,294.8135701105713,26.708355266957057,43.25144222099821,12,13.240520231491642,0.32529041996394154,West Africa
258,59680162B32850327292174,Kachia,ADM2,Nigeria,NGA,4569.836706855559,11,105.37731391105912,10.175923802373529,10.178013000502258,10,2.4070881971555056,0.023059317142114642,West Africa
259,97208781B57438439336764,Annepé,ADM3,Côte d'Ivoire,CIV,188.7147228249582,11,403.4279962671776,25.432042530845926,124.497160099592,8,58.289039855162855,2.1377664139187282,West Africa
260,2480657B66034837272834,Bongo,ADM2,Ghana,GHA,414.94844764565545,11,125.91129367659116,10.177463659506351,25.42979514510836,10,26.50931715111134,0.3034384015435886,West Africa
261,2480657B98266466330064,Asutifi North,ADM2,Ghana,GHA,936.1784302042965,11,144.97816698160895,10.176307753122636,27.976782404361717,11,11.749896862716156,0.1548616826708678,West Africa
262,63176286B1925057871065,Punia,ADM2,DR Congo,COD,16382.683951479146,11,337.8208189205263,17.79991756565734,101.33608586145647,11,0.671440652372888,0.02062060282192195,Congo Basin
263,2480657B7709388821831,Ketu South,ADM2,Ghana,GHA,278.0858865663798,11,216.14333106780705,17.8030754921939,43.23607669916197,11,39.55612467723805,0.7772538683519743,West Africa
264,2480657B57037677938762,Asutifi South,ADM2,Ghana,GHA,597.2179296395733,11,332.9590528732343,10.24652684316462,237.3630728806355,8,18.41873703731334,0.557516839915001,West Africa
265,97208781B27222280957683,Zouan Hounien,ADM3,Côte d'Ivoire,CIV,440.9884203553256,11,237.3318955709451,17.689657836430452,58.6446313350423,9,24.94396562870465,0.5381816950651797,West Africa
266,56601680B43007755983133,Vo,ADM2,Togo,TGO,744.4371863962351,11,549.3373430834694,33.059449594144525,239.1280221004153,11,14.776263465894521,0.7379230284596212,West Africa
267,52401652B2595457832182,Kouazo,ADM3,Central African Republic,CAF,921.2071917795101,11,145.190197550176,10.173045249782525,20.346039359440283,11,11.940853369534741,0.1576086236036758,Congo Basin
268,52401652B25912082837046,Koro-Mpoko,ADM3,Central African Republic,CAF,6275.111844598262,11,368.8245948812383,17.802046978574605,119.5929106537826,11,1.7529568033865426,0.058775780259395644,Congo Basin
269,2480657B47912218033723,Afigya Kwabre North,ADM2,Ghana,GHA,186.47298861689623,11,166.82699352324386,10.17516385975201,40.127193240831254,9,58.989776919375736,0.8946442847332996,West Africa
270,37073778B70310037054669,Kunike Barina,ADM3,Sierra Leone,SLE,415.29719708079966,11,1268.8845147721927,35.77290573292302,825.7725578480145,10,26.487055721350934,3.055364986066401,West Africa
271,62588387B10493983903288,Bodae,ADM2,Liberia,LBR,277.9223188260813,11,477.95005293756066,22.180216241635023,170.51166936641482,8,39.579404944745,1.7197253353252748,West Africa
272,2480657B14484334363928,Atwima Nwabiagya North,ADM2,Ghana,GHA,212.98555561210054,11,266.2928044252203,10.243069172264605,91.3507463520669,8,51.64669485865851,1.2502857466550712,West Africa
273,59680162B94726154492089,Bassa,ADM2,Nigeria,NGA,1454.392194236839,11,125.90418555153272,10.176236282813385,25.56458791255626,10,7.563296917838598,0.08656824895680784,West Africa
274,2480657B71012260699376,Birim South,ADM2,Ghana,GHA,311.77452672364103,11,248.7359055637367,10.171892776780002,136.40710141537556,7,35.28190745920199,0.7978070183527786,West Africa
275,73739313B78448346493831,Nionsomoridou,ADM3,Guinea,GIN,811.2490605347401,11,159.14420010624298,10.17426753441842,43.24362875511691,10,13.559337736242526,0.19617181436406475,West Africa
276,63176286B37681851712476,Tshikapa,ADM2,DR Congo,COD,84.1949798514342,11,142.98088379005293,10.17304749988028,35.6055781630866,10,130.64911969110264,1.6982115090751144,Congo Basin
277,97208781B3606600851093,Dabakala,ADM3,Côte d'Ivoire,CIV,1938.1854656382804,10,256.31404511925206,22.256543130996462,60.72491875022275,9,5.159464962093716,0.13224433350852885,West Africa
278,97208781B81065183839398,Grégbeu,ADM3,Côte d'Ivoire,CIV,262.81741827503305,10,188.18867855149784,17.804806304929983,35.597685204965146,10,38.04922849342963,0.716043403008252,West Africa
279,97208781B76565601953115,Bégbéssou,ADM3,Côte d'Ivoire,CIV,251.39067488069955,10,308.66280396083124,26.703691895980803,71.37313585609887,10,39.77872291701202,1.2278212153545904,West Africa
280,56601680B83789166363061,Blitta,ADM2,Togo,TGO,3213.853772938967,10,289.9920973206603,21.620180742126625,122.11073884066506,10,3.1115292438633007,0.0902318891302487,West Africa
281,73739313B22311708510080,Gberedou Baranama,ADM3,Guinea,GIN,857.5475547046959,10,135.2348789373646,10.24708235337237,35.89145212771807,9,11.661160882726309,0.15769956802446244,West Africa
282,63176286B14719092717616,Aru,ADM2,DR Congo,COD,6902.448400228422,10,134.12522195761952,11.623885289233794,25.428545132726402,9,1.4487612829773666,0.019431542864294493,Congo Basin
283,52401652B8260276568756,Kounde,ADM3,Central African Republic,CAF,924.6889454004137,10,477.47128666092493,34.23066212975278,209.53396066325803,8,10.81444744174999,0.5163588134539315,Congo Basin
284,2480657B70421803893954,Jomoro,ADM2,Ghana,GHA,1494.8866971393563,10,89.79091878140399,10.24675697568475,20.493998143629472,6,6.689470191377173,0.06006536746445707,West Africa
285,97208781B24716160275637,Parc National de Bona,ADM3,Côte d'Ivoire,CIV,9079.74627796022,10,101.75393473250729,10.176202261394689,10.17811296771744,10,1.1013523609435611,0.011206693625294395,West Africa
286,62588387B65596489935901,Central Rivercess,ADM2,Liberia,LBR,1799.736681104442,10,391.53151038369907,21.682135339640666,91.42532507836138,10,5.556368387103892,0.2175493306851025,West Africa
287,37073778B97978683673257,Boama,ADM3,Sierra Leone,SLE,397.5242944566936,10,151.3558229280187,17.80485448711519,38.149997127511114,7,25.155695235349704,0.3807460953672793,West Africa
288,37073778B36212055733655,Gbense,ADM3,Sierra Leone,SLE,214.05450168797833,10,705.1806537038524,17.88440835058584,516.5116109021875,8,46.71707402153466,3.2943976797637076,West Africa
289,59680162B79463473975333,Birnin Gwari,ADM2,Nigeria,NGA,6257.453870891434,10,342.8529079952904,25.48688790822152,88.95149645081767,10,1.598094082086362,0.054791120329337355,West Africa
290,37073778B29055695897831,Nieni,ADM3,Sierra Leone,SLE,2266.2823377831455,10,234.16363716779108,12.82949871992874,94.78889837237948,6,4.41251287771227,0.10332500644948218,West Africa
291,97208781B76112163078618,Liliyo,ADM3,Côte d'Ivoire,CIV,707.0405537057103,9,320.3719210671945,10.17252125909681,175.56416947031911,8,12.729114267674733,0.4531167546020876,West Africa
292,63176286B17504702690240,Kailo,ADM2,DR Congo,COD,22948.47901460383,9,282.6334837284302,17.42430464402839,147.86234490039348,9,0.3921828542219564,0.012316000705256736,Congo Basin
293,37073778B45187661108429,Upper Banta,ADM3,Sierra Leone,SLE,194.00293877346417,9,200.7545295557368,17.804684953285804,61.2186204401213,9,46.39104983099888,1.0348014871576583,West Africa
294,97208781B28465230267782,Oumé,ADM3,Côte d'Ivoire,CIV,1293.8092238185493,9,272.2791396937515,17.80616023030503,127.23578767404673,9,6.956203305953713,0.2104476724088786,West Africa
295,62588387B83711466952292,Forpoh,ADM2,Liberia,LBR,77.89872331285163,9,546.3576967693187,40.572883368946044,200.66786144895366,8,115.53462774806724,7.013692568170516,West Africa
296,9386221B12783546794801,Gari-Gombo,ADM3,Cameroon,CMR,3453.277811621283,9,107.89564404824736,10.171902778778499,40.9022496306147,5,2.6062195082342883,0.031244414708005007,Congo Basin
297,97208781B92717938417659,Ebilassokro,ADM3,Côte d'Ivoire,CIV,207.62409927758267,9,805.4602890791291,61.13606120225999,323.8037368324697,7,43.347569146910374,3.8794161751053298,West Africa
298,62588387B74933582499482,Jeadepo,ADM2,Liberia,LBR,1677.142835956527,9,638.1193177452752,10.173095564731069,383.6955797899743,9,5.366269233035848,0.3804800068691441,West Africa
299,62588387B4912984440097,Bokon,ADM2,Liberia,LBR,139.36371033474674,9,259.5146252454931,17.9191450925176,99.18757871967995,9,64.57922208286732,1.8621391797200868,West Africa
300,2480657B83789922051105,Effutu Municipal,ADM2,Ghana,GHA,85.23074924668144,9,367.1369570104725,25.420959394208833,116.99190603825184,9,105.59569262909449,4.30756458502877,West Africa
301,59680162B28710912427622,Ife Central,ADM2,Nigeria,NGA,143.20039726550118,9,100.28376034815886,10.173054331159868,17.801292649396576,7,62.84898765548477,0.7003036462407811,West Africa
302,62588387B59492535947478,Dugbe River,ADM2,Liberia,LBR,673.6606738195635,9,359.1154886877365,17.799287918600214,244.0132589655519,8,13.35984175678719,0.53308067791994,West Africa
303,37073778B46767996067491,Tankoro,ADM3,Sierra Leone,SLE,174.20059704284265,9,196.24757468854446,17.804733016872603,50.87812309907196,7,51.664576085158615,1.1265608615582392,West Africa
304,2480657B66464396810782,Shai Osudoku,ADM2,Ghana,GHA,968.6087323961119,9,132.2372159315243,10.176400471517374,25.434134215767045,9,9.291677536022311,0.1365228409663418,West Africa
305,59680162B24550873512487,Chikun,ADM2,Nigeria,NGA,4466.333855425341,9,91.58469996299438,10.176582304820498,10.179478972227157,9,2.015075516369545,0.020505565174386748,West Africa
306,97208781B7051126132716,M'Bengué,ADM3,Côte d'Ivoire,CIV,1591.135676422386,8,112.01448436633433,10.175255198503226,33.156208565744414,8,5.027855335371353,0.07039907785751813,West Africa
307,2480657B35637781657714,Bawku West,ADM2,Ghana,GHA,1071.5813437133208,8,112.74476002963966,10.175318766960547,33.06608799461386,7,7.465602165373489,0.10521344057647403,West Africa
308,62588387B63880548555579,Wlogba,ADM2,Liberia,LBR,90.38410813493127,8,237.9982753084176,26.642489707403044,94.09156355002129,6,88.5111350333521,2.6331871854410323,West Africa
309,97208781B91471046110409,Kouto,ADM3,Côte d'Ivoire,CIV,666.2573096322484,8,194.7141036471417,12.697656118395503,80.1047184885648,7,12.007372953875329,0.29225060773384587,West Africa
310,2480657B42374646075926,Abuakwa North,ADM2,Ghana,GHA,158.94994597886333,8,189.4398258241625,17.8059926306858,50.87419213911607,7,50.330309650207845,1.1918206367264423,West Africa
311,73739313B58894955543606,Kouankan,ADM3,Guinea,GIN,1272.9691598765455,8,205.65145586432206,22.890775123944817,55.832983075290066,8,6.284519886385819,0.16155258300544095,West Africa
312,73739313B41128408250381,Koumana,ADM3,Guinea,GIN,444.88646166021084,8,225.2603177965317,15.305022166212165,76.79473193004661,8,17.98211608900369,0.5063321481078871,West Africa
313,62588387B18343621802172,Todee,ADM2,Liberia,LBR,767.7922437300114,8,159.6191467702527,17.0563973303652,51.745537379910715,8,10.419485303908777,0.2078936692493883,West Africa
314,2480657B26264719340764,Gomoa East,ADM2,Ghana,GHA,539.9357205223578,8,80.04206758216995,9.167029717669275,30.86456176478359,4,14.816578522088601,0.14824369742519294,West Africa
315,2480657B54445116346139,West Gonja,ADM2,Ghana,GHA,4717.213523268918,8,81.40129375124991,10.176157526556207,10.177139267003975,8,1.6959164473979946,0.01725622411402754,West Africa
316,59680162B89640587380951,Jos East,ADM2,Nigeria,NGA,911.3441848349527,8,81.39172532078578,10.173649145813997,10.17887465148193,8,8.778242219704103,0.08930953494318514,West Africa
317,73739313B51277709942395,Vasseredou,ADM3,Guinea,GIN,742.01024764402,8,236.83979885566959,10.177067666948087,78.85218755807323,7,10.781522257140049,0.31918669534237176,West Africa
318,2480657B70680953475259,Kasena Nankana West,ADM2,Ghana,GHA,873.271497480237,8,71.2763886861932,10.176399145249633,17.82713300708535,6,9.160953979470797,0.08161996457213612,West Africa
319,73739313B33827508019654,Naboun,ADM3,Guinea,GIN,1665.100178363933,8,86.18116722873157,10.247322278616082,17.485694234430742,7,4.8045157306153845,0.05175734670415449,West Africa
320,62588387B2159992345918,Careysburg,ADM2,Liberia,LBR,342.8878395383733,8,95.31230598902435,6.4702160908141435,45.77605413304724,4,23.33124444066119,0.2779693386541279,West Africa
321,97208781B8113546039676,Siempurgo,ADM3,Côte d'Ivoire,CIV,673.1264684925281,8,183.94493523878342,17.80455839965657,64.92481245729286,6,11.884839438740332,0.2732695026103037,West Africa
322,97208781B30290349067993,Sokoro,ADM3,Côte d'Ivoire,CIV,617.4679582275514,8,119.45333954623163,13.991111903421796,25.334198178738035,8,12.956137874690839,0.1934567420941546,West Africa
323,52401652B2745722682101,Haute-Kade,ADM3,Central African Republic,CAF,1063.4455260712734,8,185.8520762199553,17.800860680919676,45.77363461504672,6,7.522717246791849,0.17476407739149138,Congo Basin
324,2480657B62831767110058,Asante Akim North,ADM2,Ghana,GHA,1126.3082470960258,8,110.48941637275085,9.395984052510975,52.09176780547826,3,7.102851302586568,0.09809873687565288,West Africa
325,63176286B25314267977171,Moba,ADM2,DR Congo,COD,29332.713396216754,8,133.97898214967628,10.173919189234383,33.064216181563516,8,0.27273303672724036,0.004567561832413243,Congo Basin
326,63176286B50481715267247,Pweto,ADM2,DR Congo,COD,24533.59186302615,7,71.2191138232622,10.17417277071736,10.17424855250186,7,0.28532308025183595,0.0029029224184084685,Congo Basin
327,63176286B52782039621830,Lubudi,ADM2,DR Congo,COD,18345.910913127387,7,78.49262841243488,10.175436936996865,17.439919648278845,7,0.38155641511325344,0.00427848084426648,Congo Basin
328,97208781B21606803060639,Ferkéssédougou,ADM3,Côte d'Ivoire,CIV,2199.185659042046,7,73.57482882864184,10.17602247330128,17.805067542916248,6,3.182996383783788,0.03345548772843974,West Africa
329,56601680B9516770320708,Kpendjal,ADM2,Togo,TGO,1823.4940709960067,7,44.26643382419383,7.132041984088145,10.17763152224117,6,3.838784074672941,0.024275611600982704,West Africa
330,97208781B27027001967971,M'Bahiakro,ADM3,Côte d'Ivoire,CIV,1592.7879093138963,7,185.7282811169004,17.802747792549116,83.99053852514702,7,4.394809854511826,0.11660578287344237,West Africa
331,73739313B69998439313290,Doura,ADM3,Guinea,GIN,715.2567763577495,7,79.39583649474994,10.247208190919928,17.91419051691604,7,9.786695116186939,0.11100326360982085,West Africa
332,97208781B49059605853173,Katogo,ADM3,Côte d'Ivoire,CIV,444.8350611931399,7,62.93462101922131,10.175002911199114,17.80598468901053,5,15.73616967427106,0.1414785535349161,West Africa
333,73739313B77477433225827,Babila,ADM3,Guinea,GIN,129.8923579773674,7,96.3564519375103,10.247404804656219,20.464142800502696,7,53.89077624735775,0.7418177130505211,West Africa
334,63176286B26674316015082,Sandoa,ADM2,DR Congo,COD,29590.05858329114,7,78.85645957378838,10.175214493740281,17.806255879296344,7,0.23656593920881075,0.0026649646316792668,Congo Basin
335,63176286B69668932062204,Luebo,ADM2,DR Congo,COD,8167.048179482119,7,83.1860927722295,10.172539970651773,25.13495702211716,7,0.857102816851985,0.010185576348284065,Congo Basin
336,62588387B25170598917016,Boinsen,ADM2,Liberia,LBR,270.3344637475258,7,416.96782779874695,25.432211640817936,188.19539028661399,7,25.893849799844723,1.5424146149126103,West Africa
337,59680162B86357482908219,Lafia,ADM2,Nigeria,NGA,2732.67939779947,7,208.44770492847073,10.175677260325902,76.5410545309689,7,2.561588456237074,0.07627960495341177,West Africa
338,59680162B43558777101724,Bukkuyum,ADM2,Nigeria,NGA,3752.1097256574453,7,64.97655571635332,10.177756489083864,10.180922235094497,6,1.8656170826063618,0.01731733890190754,West Africa
339,97208781B67337972529413,Koun-Fao,ADM3,Côte d'Ivoire,CIV,1035.4542323464268,7,268.5348845817518,23.745465154122684,99.24041712061587,4,6.760318110958326,0.2593401776660172,West Africa
340,97208781B9462228913839,Yorobodi,ADM3,Côte d'Ivoire,CIV,1175.3071865221234,7,122.10772904296464,17.80503336171697,41.77941570692474,4,5.95588972846652,0.10389430988190945,West Africa
341,52401652B47233023336915,Boganangone,ADM3,Central African Republic,CAF,2974.4718542851033,7,88.97417985053619,10.172211823609219,20.31194940610963,7,2.3533589635133425,0.029912597667501074,Congo Basin
342,97208781B81251785358251,Zou,ADM3,Côte d'Ivoire,CIV,444.0859666815783,7,249.55740810772298,25.432816113848965,86.58125579842827,7,15.762713810362737,0.5619574290368478,West Africa
343,97208781B89868914654464,Noé,ADM3,Côte d'Ivoire,CIV,382.17759469614475,7,85.49901842542599,10.173970490740258,17.80746933211601,6,18.31609203978962,0.223715412970253,West Africa
344,2480657B96138797401471,Asunafo North Municipal,ADM2,Ghana,GHA,1411.4042242654962,7,168.14479687662697,10.249809286848311,89.00212094842838,6,4.959599723206755,0.11913298400685361,West Africa
345,97208781B93209963538851,Bonieredougou,ADM3,Côte d'Ivoire,CIV,827.2003018113942,7,236.64708639976186,10.17498353920496,178.29560492177987,5,8.462279310913543,0.28608196331838204,West Africa
346,2480657B19364380807593,Bolgatanga Municipal,ADM2,Ghana,GHA,325.47068603432854,7,92.64865044767723,10.177500061499094,33.07180219369902,5,21.50731325542997,0.284660506838718,West Africa
347,56601680B13855645397073,Yoto,ADM2,Togo,TGO,1309.836461859815,7,391.2550760690863,53.40788096107994,119.55334192555237,6,5.344178608420181,0.2987052868520316,West Africa
348,56601680B14222633765071,Tchaoudjo,ADM2,Togo,TGO,2388.4957430729355,7,78.86938645398054,10.174459008220222,17.825056298190525,7,2.9307148737029363,0.03302052628007224,West Africa
349,37073778B11350845793138,Sella Limba,ADM3,Sierra Leone,SLE,426.76446775486164,7,187.37768699787853,17.80932714015869,47.98637710657176,7,16.402490199865653,0.439065810665171,West Africa
350,2480657B5340678211162,Mfantseman Municipal,ADM2,Ghana,GHA,300.8070662369266,7,112.99164586791214,10.24065289075993,38.32346263178268,7,23.270729931877813,0.3756282965072231,West Africa
351,2480657B79468660523811,Builsa North,ADM2,Ghana,GHA,816.9110880498959,7,72.88370739864843,10.177027260831634,17.80333251768406,7,8.568863983362224,0.08921865361459848,West Africa
352,62588387B63326242332262,St. Paul River,ADM2,Liberia,LBR,452.1548114713387,6,67.22434270332886,10.17110776917297,25.283545174118586,5,13.269791336457624,0.14867550006728192,West Africa
353,2480657B99130964172058,Shama,ADM2,Ghana,GHA,193.75059008270347,6,101.83066881371198,10.242258815961993,43.43299267558149,6,30.96764762078334,0.5255760448019541,West Africa
354,2480657B24956698199939,Assin Fosu,ADM2,Ghana,GHA,278.86302528672456,6,107.37479658433378,10.240612454851789,43.40068098368955,6,21.515939568649706,0.3850449390840967,West Africa
355,52401652B36649325225122,La Mbi,ADM3,Central African Republic,CAF,2225.0702930876396,6,68.66270226649544,10.172217272086513,17.801579433551268,6,2.6965440231886086,0.03085866656878287,Congo Basin
356,62588387B48887094579275,Glio-Twarbo,ADM2,Liberia,LBR,1376.6315303254114,6,124.40043420188466,13.934962056029068,45.66511023344842,6,4.358464750972038,0.09036581791242178,West Africa
357,97208781B4624637694591,Djamandioké,ADM3,Côte d'Ivoire,CIV,494.67486798208245,6,158.77825812843864,17.800846736869744,89.00944128709861,5,12.129178958445339,0.3209749845916768,West Africa
358,52401652B82252103599593,Yaloke,ADM3,Central African Republic,CAF,2074.394320870271,6,175.3254063522784,14.233271682721913,100.84171096288617,5,2.8924105410599177,0.08451884224149057,Congo Basin
359,62588387B86192689871255,Commonwealth 1,ADM2,Liberia,LBR,98.5078061000513,6,86.39902601059971,10.17422664314994,27.968309610614618,6,60.90887857055701,0.8770779639823358,West Africa
360,2480657B26357719954092,Wa Municipal,ADM2,Ghana,GHA,579.79664832876,6,106.85498097784654,19.097103698062217,20.356507461940225,6,10.34845582032037,0.18429734163840306,West Africa
361,2480657B99246651758289,Kumbungu,ADM2,Ghana,GHA,1541.840195050028,6,106.83817441457306,10.176750998723389,45.78659777963011,6,3.8914538739245406,0.06929263795143602,West Africa
362,97208781B49334729964673,Tienko,ADM3,Côte d'Ivoire,CIV,886.4653790356147,6,91.57688726091288,10.176680226365523,40.69995841272174,6,6.768453841398068,0.1033056557274006,West Africa
363,52401652B39681637125456,Pende,ADM3,Central African Republic,CAF,1659.3342003801333,6,74.19061354231269,13.988079285175562,17.80302195550697,5,3.615908114607336,0.044711073589224236,Congo Basin
364,37073778B1227526614757,Wandor,ADM3,Sierra Leone,SLE,319.3704934008293,6,51.028427580617844,10.172328077191505,17.647636281826447,4,18.786957856089845,0.15977815306993337,West Africa
365,52401652B94828911903813,Baidou-Ngoumbourou,ADM3,Central African Republic,CAF,5499.778759311592,6,60.882518162675225,10.172679102829807,10.172834487513365,6,1.0909529751249523,0.011069994053778247,Congo Basin
366,2480657B20036139360918,Awutu Senya East,ADM2,Ghana,GHA,108.06241740742776,6,71.62345334148763,10.170521915230939,27.973865042125432,4,55.523466381269245,0.6627970672860825,West Africa
367,2480657B69696031481498,North Gonja,ADM2,Ghana,GHA,4847.480851032609,6,76.31866389004416,10.177215174508564,17.80945800863365,6,1.2377563077370137,0.01574398460466054,West Africa
368,37073778B4565161041920,Gorama Mende,ADM3,Sierra Leone,SLE,657.9505066604785,6,111.66385496849873,17.72531008196645,35.771688456169414,6,9.11922696200031,0.169714672818271,West Africa
369,62588387B63271162227743,Cavala,ADM2,Liberia,LBR,1279.498287260827,6,294.392169158061,29.303270440965626,152.47369753546306,5,4.689338047372387,0.23008406661356387,West Africa
370,2480657B73071492710762,Assin South,ADM2,Ghana,GHA,1101.4008983801043,6,69.43937383449372,10.238515451831525,20.50550721725542,6,5.447607686560413,0.06304641110845499,West Africa
371,97208781B60350436539807,Foungbesso,ADM3,Côte d'Ivoire,CIV,655.175885115017,6,290.78134510484307,33.01040584977381,160.46355990229142,5,9.157846215519198,0.4438218068019949,West Africa
372,73739313B9050920714544,Karifamoriah,ADM3,Guinea,GIN,845.54675330399,6,57.00256464896548,10.246966385218837,10.248489194474468,6,7.096000282130923,0.06741503580520755,West Africa
373,37073778B92103638814493,Kandu Leppiama,ADM3,Sierra Leone,SLE,225.62956007879637,6,91.41377977554416,13.990683791273078,25.277909885977675,6,26.592260331069323,0.40514983827305173,West Africa
374,56601680B59731994726086,Assoli,ADM2,Togo,TGO,989.4914855660539,6,68.70236263273281,10.17535200951173,17.826705710696416,6,6.063720696462191,0.06943198969865877,West Africa
375,97208781B9893828972421,Worofla,ADM3,Côte d'Ivoire,CIV,2480.183172579227,6,142.06739888131662,24.113297783661437,45.783796800267396,5,2.4191761585739635,0.05728101071404975,West Africa
376,97208781B63763615932149,Tanda,ADM3,Côte d'Ivoire,CIV,713.9326913987675,6,240.08279975355475,29.20454305849173,110.01981272084704,5,8.404153601993688,0.3362821210542611,West Africa
377,37073778B82925620541344,Bagruwa,ADM3,Sierra Leone,SLE,827.8643735282836,6,147.50563779450175,13.90057643957071,71.38994534623129,6,7.2475639631991156,0.17817609080802205,West Africa
378,97208781B33562053387529,Bouaké,ADM3,Côte d'Ivoire,CIV,1765.4130568802982,6,99.07670561682446,17.805482055294053,25.432331173467507,5,3.39863805618541,0.05612097703180306,West Africa
379,52401652B28685360054828,Seliba,ADM3,Central African Republic,CAF,1709.746733859423,6,114.13476047379977,17.801755869063726,25.431092347810157,6,3.5092916869951605,0.0667553610213149,Congo Basin
380,2480657B51466124780551,Kintampo South,ADM2,Ghana,GHA,1513.7987515774967,6,89.58572548149189,10.17585093936231,43.21217816307178,5,3.96353874235101,0.05917941561791921,West Africa
381,59680162B79526209894783,Kauru,ADM2,Nigeria,NGA,3186.1658789036715,6,61.06477875083182,10.178305629969183,10.179713111774223,6,1.8831411257421855,0.019165599366673156,West Africa
382,2480657B81968156308620,Ningo/prampram,ADM2,Ghana,GHA,622.2727772572088,6,251.77944200822657,10.17271335643289,142.4257107305911,6,9.64207373243322,0.40461265735903573,West Africa
383,2480657B88326891244380,Sissala East,ADM2,Ghana,GHA,5094.327768855497,6,73.16865786211176,10.173408145877437,33.0937496579997,5,1.1777805183014312,0.014362769963376343,West Africa
384,59680162B88998270560680,Jos North,ADM2,Nigeria,NGA,258.4382966263058,6,59.24139968042927,10.175570476338333,11.150783770760643,5,23.21637341804579,0.2292284094647574,West Africa
385,2480657B80684943588404,Birim Central Municipal,ADM2,Ghana,GHA,106.42467058085448,6,85.27169243883777,10.926907359307089,31.4405727163047,0,56.37790530384206,0.8012399002358568,West Africa
386,63176286B70684258400559,Buta,ADM2,DR Congo,COD,17541.534192990115,5,516.0006230703443,88.63762364811829,230.48175650139936,5,0.2850377820429231,0.029415934626547468,Congo Basin
387,62588387B10332133917800,Jorquelleh,ADM2,Liberia,LBR,1302.3652005155604,5,145.22989119482293,20.346788526195184,53.27534439384572,5,3.8391689197628103,0.11151241689913977,West Africa
388,59680162B97817900806996,Epe,ADM2,Nigeria,NGA,1314.9712437058522,5,114.3806388344471,10.174140287046637,55.89020978854456,5,3.802364518564679,0.08698337654297257,West Africa
389,59680162B50771081897552,Ezinihitte,ADM2,Nigeria,NGA,112.80309855114739,5,99.32963566004716,10.17472429564181,47.108672640014916,5,44.32502355183879,0.8805576880054313,West Africa
390,2480657B68278489034036,Asene Akroso Manso,ADM2,Ghana,GHA,419.06469484402294,5,282.792465839613,19.52808278620024,209.569511214258,4,11.93133199125976,0.6748181589118816,West Africa
391,59680162B60046857326615,Ile Oluji/Okeigbo,ADM2,Nigeria,NGA,887.2827866528032,5,66.20036678817961,10.17699080981669,25.499713649691902,5,5.635182013236235,0.07461022323887823,West Africa
392,2480657B58435284570364,Bia West,ADM2,Ghana,GHA,1286.2045249636008,5,128.3389595552856,10.170659465986924,94.30459547576426,5,3.8874066316486475,0.09978114449482098,West Africa
393,97208781B33698736493592,Yaou,ADM3,Côte d'Ivoire,CIV,938.0155658983906,5,60.33296466704216,10.175635581963578,20.35127116378657,5,5.330401948299459,0.06431979048157678,West Africa
394,97208781B48051259717159,Diawala,ADM3,Côte d'Ivoire,CIV,1823.9912435651636,5,56.69129613677777,10.172619398569495,30.52488272207079,5,2.7412412299891455,0.031080903670331915,West Africa
395,2480657B6504340506710,Ahafo Ano North,ADM2,Ghana,GHA,593.6715398517548,5,60.77514658707207,10.247388152156299,17.774986203630522,5,8.422165565235863,0.10237166936156006,West Africa
396,37073778B70802022429033,Penguia,ADM3,Sierra Leone,SLE,210.04364602581128,5,518.7339646482922,30.522382473805262,419.39282261587823,5,23.804576308799998,2.4696484490873263,West Africa
